Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo _da_preparacao;Descricao_da_preparacao;Retinol_(mcg);Vitamina_A_ERA_(mcg);Tiamina_(mg);Riboflavina_(mg);Niacina_(mg);Niacina_(NE)_(mg);Piridoxina_(mg);Cobalamina_(mcg);Folato_(DFE)_(mcg);Vitamina_D_(mcg);Vitamina_E_(mg);Vitamina_C_(mg)
6502403;Mini pizza semipronta;Farinhas, feculas e massas;5;Frito(a);27.21;33.64;0.37;0.32;2.99;6;0.07;0.48;106.53;0.03;0.8;1.93
6502403;Mini pizza semipronta;Farinhas, feculas e massas;99;Nao se aplica;27.21;33.64;0.37;0.32;2.99;6;0.07;0.48;106.53;0.03;0.8;1.93
6502501;Fibra de soja;Farinhas, feculas e massas;99;Nao se aplica;0;0;0;0;0;2.83;0;0;0;0;0.08;0
6502603;Minipastel;Farinhas, feculas e massas;99;Nao se aplica;19.18;20.35;0.42;0.3;3.33;5.46;0.1;0.28;92.2;0.49;1.21;1.19
6503401;Macarrao ;Farinhas, feculas e massas;1;Cru(a);0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503401;Macarrao ;Farinhas, feculas e massas;2;Cozido(a);0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503401;Macarrao ;Farinhas, feculas e massas;3;Grelhado(a)/brasa/churrasco;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503401;Macarrao ;Farinhas, feculas e massas;4;Assado(a);0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503401;Macarrao ;Farinhas, feculas e massas;5;Frito(a);0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.33;0
6503401;Macarrao ;Farinhas, feculas e massas;6;Empanado(a)/a milanesa;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.33;0
6503401;Macarrao ;Farinhas, feculas e massas;7;Refogado(a);0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.33;0
6503401;Macarrao ;Farinhas, feculas e massas;8;Molho vermelho;11.37;21.88;0.16;0.09;1.16;1.95;0.08;0;68.66;0.02;0.43;10.67
6503401;Macarrao ;Farinhas, feculas e massas;9;Molho branco;20.27;21.08;0.24;0.15;1.45;2.83;0.05;0.09;102.24;0.23;0.11;0
6503401;Macarrao ;Farinhas, feculas e massas;10;Ao alho e oleo;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.33;0
6503401;Macarrao ;Farinhas, feculas e massas;11;Com manteiga/oleo;22.67;23.11;0.27;0.14;1.69;3.08;0.05;0.01;123.4;0.05;0.14;0
6503401;Macarrao ;Farinhas, feculas e massas;12;Ao vinagrete;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503401;Macarrao ;Farinhas, feculas e massas;13;Ensopado;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.33;0
6503401;Macarrao ;Farinhas, feculas e massas;15;Sopa;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503401;Macarrao ;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.27;0.14;1.69;3.07;0.05;0;123.3;0;0.06;0
6503501;Pure de batata;Farinhas, feculas e massas;99;Nao se aplica;35.45;36.28;0.09;0.03;1.15;1.66;0.24;0.05;8.4;0.16;0.17;6.42
6503601;Bife vegetal;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.22;0.19;2.91;6.75;0.36;4.36;18.55;0;0.4;0
6503603;Carne vegetal;Farinhas, feculas e massas;5;Frito(a);0;0;0.22;0.19;2.91;6.75;0.36;4.36;18.55;0;0.4;0
6503604;Pasta de soja;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.1;0.04;0.25;1.66;0.01;0;46;0;0.19;0
6503605;Carne de soja;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.22;0.19;2.91;6.75;0.36;4.36;18.55;0;0.4;0
6503702;Amendoim moido;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.64;0.14;12.07;16.23;0.35;0;240;0;8.33;0
6504101;Granola ;Farinhas, feculas e massas;99;Nao se aplica;0;0.29;0.32;0.55;1.8;3.97;0.1;0.29;16;0;1.16;0.6
6504601;Musli;Farinhas, feculas e massas;99;Nao se aplica;0;0.29;0.32;0.55;1.8;3.97;0.1;0.29;16;0;1.16;0.6
6504701;Mix de cereais;Farinhas, feculas e massas;99;Nao se aplica;0;0.29;0.32;0.55;1.8;3.97;0.1;0.29;16;0;1.16;0.6
6504801;Miojo;Farinhas, feculas e massas;99;Nao se aplica;33.88;33.49;0.2;0.2;1.13;2.45;0.06;0.21;81.11;0.37;0.43;0.09
6504802;Macarrao instantaneo;Farinhas, feculas e massas;99;Nao se aplica;33.88;33.49;0.2;0.2;1.13;2.45;0.06;0.21;81.11;0.37;0.43;0.09
6505101;Sustagem;Farinhas, feculas e massas;99;Nao se aplica;716.63;716.69;0.74;0.37;12.59;18.24;1.02;1.88;394.37;1.53;8.33;37.04
6505601;Proteina de soja;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.22;0.19;2.91;6.75;0.36;4.36;18.55;0;0.4;0
6505603;Proteina vegetal;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.22;0.19;2.91;6.75;0.36;4.36;18.55;0;0.4;0
6505701;Complemento alimentar de qualquer sabor;Farinhas, feculas e massas;99;Nao se aplica;716.63;716.69;0.74;0.37;12.59;18.24;1.02;1.88;394.37;1.53;8.33;37.04
6505902;Sucrilhos de milho light;Farinhas, feculas e massas;99;Nao se aplica;0;15;0.76;1.02;11.04;0;2.25;0;0;0;0;0
6506003;Mini pizza semipronta light;Farinhas, feculas e massas;4;Assado(a);51.25;57.59;0.33;0.36;2.57;7.26;0.1;0.9;93.33;0.08;0.55;2.17
6506302;Macarrao instantaneo light;Farinhas, feculas e massas;15;Sopa;33.88;33.49;0.2;0.2;1.13;2.45;0.06;0.21;81.11;0.37;0.43;0.09
6506302;Macarrao instantaneo light;Farinhas, feculas e massas;99;Nao se aplica;33.88;33.49;0.2;0.2;1.13;2.45;0.06;0.21;81.11;0.37;0.43;0.09
6506401;Proteina de soja organica;Farinhas, feculas e massas;99;Nao se aplica;0;0;0.22;0.19;2.91;6.75;0.36;4.36;18.55;0;0.4;0
6573225;Macarrao com carne;Farinhas, feculas e massas;99;Nao se aplica;0;12.71;0.16;0.1;1.61;2.64;0.09;0.27;69.11;0.05;0.34;8.94
6573226;Macarrao com peixe;Farinhas, feculas e massas;99;Nao se aplica;6.5;6.5;0.18;0.13;1.93;4.88;0.15;1.26;66.15;0.55;0.6;0
6600101;Coco-da-baia (seco ou verde);Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.07;0.02;0.54;1.19;0.05;0;26;0;0;3.3
6600301;Castanha portuguesa;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.15;0.1;0.73;1.1;0.23;0;38;0;0.18;26.7
6600401;Pinhao;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;27.69
6600501;Amendoa;Cocos, castanhas e nozes;99;Nao se aplica;0;0.25;0.24;0.81;3.93;7.13;0.13;0;29;0;25.87;0
6600601;Avela;Cocos, castanhas e nozes;99;Nao se aplica;0;1.04;0.64;0.11;1.8;5.02;0.56;0;113;0;15.03;6.3
6600701;Castanha-do-para;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.62;0.04;0.3;2.65;0.1;0;22;0;5.73;0.7
6600801;Castanha de caju;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.2;0.2;1.4;5.35;0.26;0;69;0;0.92;0
6600912;Butia;Cocos, castanhas e nozes;99;Nao se aplica;30;0;0.04;0.04;0.5;0;0;0;0;0;0;33
6601108;Tucuma;Cocos, castanhas e nozes;99;Nao se aplica;5170;0;0;0;0;0;0;0;0;0;0;0
6601208;Coco de mucaja;Cocos, castanhas e nozes;99;Nao se aplica;0;510;0.11;0.11;0;0;0.03;0;0;0;0;13.44
6601501;Noz (nogueira);Cocos, castanhas e nozes;99;Nao se aplica;0;1;0.34;0.15;1.13;3.96;0.54;0;98;0;0.7;1.3
6601706;Acai ;Cocos, castanhas e nozes;99;Nao se aplica;11.8;0;0.36;0.01;0.4;0;0;0;0;0;0;9
6601707;Jucara;Cocos, castanhas e nozes;99;Nao se aplica;11.8;0;0.36;0.01;0.4;0;0;0;0;0;0;9
6601709;Uacai;Cocos, castanhas e nozes;99;Nao se aplica;11.8;0;0.36;0.01;0.4;0;0;0;0;0;0;9
6601712;Jussara;Cocos, castanhas e nozes;99;Nao se aplica;11.8;0;0.36;0.01;0.4;0;0;0;0;0;0;9
6601805;Pupunha;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.01;0.06;0.44;0.82;0.02;0;39;0;0.5;7.9
6601902;Bacaba;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6601904;Bacabucu;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0;0;0;0;0;0;0;0;0;0
6602001;Castanha-da-india;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.62;0.04;0.3;2.65;0.1;0;22;0;5.73;0.7
6602201;Pistache;Cocos, castanhas e nozes;99;Nao se aplica;0;27.67;0.87;0.16;1.3;5.85;1.7;0;51;0;2.3;5
6602301;Buriti ;Cocos, castanhas e nozes;99;Nao se aplica;4104;0;0.03;0.23;0.7;0;0;0;0;0;0;26
6602401;Coco ;Cocos, castanhas e nozes;99;Nao se aplica;0;0;0.07;0.02;0.54;1.19;0.05;0;26;0;0;3.3
6602601;Pataua ;Cocos, castanhas e nozes;99;Nao se aplica;30;0;0.04;0.04;0.5;0;0;0;0;0;0;33
6700101;Alface;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;370.25;0.07;0.08;0.38;0.53;0.09;0;38;0;0.31;18
6700201;Bertalha;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.31;9.8
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;108.33;0.08;0.08;0.4;0.48;0.02;0;142;0;0.44;6.5
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;681.08;0.05;0.07;0.5;0.88;0.14;0;13;0;1.14;41
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;681.08;0.05;0.07;0.5;0.88;0.14;0;13;0;1.14;41
6700301;Chicoria;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;681.08;0.05;0.07;0.5;0.88;0.14;0;13;0;1.14;41
6700304;Escarola;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;80;0.09;0.09;0.46;0.63;0.02;0;119;0;0.97;5.02
6700501;Couve;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;333.42;0.05;0.13;0.74;1.26;0.17;0;166;0;2.26;35.3
6700501;Couve;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;5;Frito(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;1.1;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;1.1;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;8;Molho vermelho;0;328.08;0.04;0.1;0.66;1.05;0.12;0;76.6;0;0.99;15.96
6700501;Couve;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;1.1;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;11;Com manteiga/oleo;16.7;422.78;0.04;0.11;0.58;1.03;0.13;0;93.08;0.04;0.94;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;13;Ensopado;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;1.1;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;14;Mingau;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6700501;Couve;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;0.58;0.04;0.05;0.41;0.81;0.17;0;44;0;0.07;44.3
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;0.58;0.04;0.05;0.41;0.81;0.17;0;44;0;0.07;44.3
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;5;Frito(a);0;0.58;0.04;0.05;0.41;0.81;0.17;0;44;0;0.41;44.3
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;6;Empanado(a)/a milanesa;20.36;20.94;0.14;0.14;0.97;1.83;0.15;0.17;53.01;0.16;0.83;31.32
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;0.58;0.04;0.05;0.41;0.81;0.17;0;44;0;0.41;44.3
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;0.58;0.04;0.05;0.41;0.81;0.17;0;44;0;0.07;44.3
6700601;Couve-flor;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;0.58;0.04;0.05;0.41;0.81;0.17;0;44;0;0.07;44.3
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.08;9.8
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.08;9.8
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.31;9.8
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.08;9.8
6700701;Espinafre;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.08;9.8
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;1;Cru(a);0;525;0.08;0.11;0.8;1.3;0.18;0;187;0;2.01;70
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;316.17;0.04;0.06;0.43;0.85;0.1;0;73;0;1.21;25.3
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;316.17;0.04;0.06;0.43;0.85;0.1;0;73;0;1.51;25.3
6700801;Mostarda (verdura);Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;316.17;0.04;0.06;0.43;0.85;0.1;0;73;0;1.21;25.3
6700901;Repolho;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;4.88;0.06;0.04;0.23;0.42;0.12;0;43;0;0.15;36.6
6700901;Repolho;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.14;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;5;Frito(a);0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.39;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.39;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;9;Molho branco;0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.14;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.39;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.14;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;13;Ensopado;0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.39;37.5
6700901;Repolho;Hortalicas folhosas, frutosas e outras;15;Sopa;0;33.48;0.03;0.03;0.51;0.67;0.04;0.02;9.28;0;0.2;2.1
6700901;Repolho;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;4;0.06;0.04;0.25;0.43;0.11;0;30;0;0.14;37.5
6701101;Cebolinha;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;200;0.07;0.14;0.2;0.53;0.06;0;14;0;0.21;45.6
6701301;Agriao;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;118.67;0.04;0.09;0.31;0.31;0.07;0;97;0;0.43;15
6701301;Agriao;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;159.5;0.09;0.12;0.2;0.7;0.13;0;9;0;1;30
6701301;Agriao;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;159.5;0.09;0.12;0.2;0.7;0.13;0;9;0;1;30
6701301;Agriao;Hortalicas folhosas, frutosas e outras;13;Ensopado;23.16;183.12;0.09;0.12;0.2;0.71;0.13;0.01;9.1;0.05;1.08;30
6701301;Agriao;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;118.67;0.04;0.09;0.31;0.31;0.07;0;97;0;0.43;15
6701401;Taioba;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;580;0;0.1;0;0;0.1;0;0;0;0;17.9
6701401;Taioba;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6701401;Taioba;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;1.1;18.2
6701501;Acelga;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;305.79;0.04;0.09;0.4;0.68;0.1;0;14;0;1.89;30
6701501;Acelga;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;13.46;0.04;0.04;0.5;0.75;0.18;0;53;0;0.12;15.8
6701501;Acelga;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;13.46;0.04;0.04;0.5;0.75;0.18;0;53;0;0.43;15.8
6701501;Acelga;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;305.79;0.04;0.09;0.4;0.68;0.1;0;14;0;1.89;30
6701505;Beterraba branca (acelga) ;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;13.46;0.04;0.04;0.5;0.75;0.18;0;53;0;0.12;15.8
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;108.33;0.08;0.08;0.4;0.48;0.02;0;142;0;0.44;6.5
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;80;0.09;0.09;0.46;0.63;0.02;0;119;0;0.65;5.02
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;80;0.09;0.09;0.46;0.63;0.02;0;119;0;0.97;5.02
6701601;Almeirao;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;80;0.09;0.09;0.46;0.63;0.02;0;119;0;0.65;5.02
6701602;Radite;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;108.33;0.08;0.08;0.4;0.48;0.02;0;142;0;0.44;6.5
6701602;Radite;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;80;0.09;0.09;0.46;0.63;0.02;0;119;0;0.97;5.02
6701602;Radite;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;80;0.09;0.09;0.46;0.63;0.02;0;119;0;0.65;5.02
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;31.17;0.07;0.12;0.64;1.19;0.18;0;63;0;1.44;89.2
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;77.42;0.06;0.12;0.55;1.07;0.2;0;108;0;2.02;64.9
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;6;Empanado(a)/a milanesa;19.76;57.72;0.16;0.2;1.18;2.04;0.13;0.13;88.12;0.15;2.03;31.69
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;77.42;0.06;0.12;0.55;1.07;0.2;0;108;0;2.29;64.9
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;10;Ao alho e oleo;0;77.42;0.06;0.12;0.55;1.07;0.2;0;108;0;2.29;64.9
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;12;Ao vinagrete;0;77.42;0.06;0.12;0.55;1.07;0.2;0;108;0;2.02;64.9
6701704;Brocolis;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;77.42;0.06;0.12;0.55;1.07;0.2;0;108;0;2.02;64.9
6701801;Serralha;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.08;9.8
6701801;Serralha;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.08;9.8
6701801;Serralha;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;524;0.1;0.24;0.49;1.16;0.24;0;146;0;2.31;9.8
6701901;Caruru;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6701906;Cuxa;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6701907;Vinagreira ;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6701913;Cariru;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6702001;Rucula;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;118.67;0.04;0.09;0.31;0.31;0.07;0;97;0;0.43;15
6702105;Jambu;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;392;0;0.03;0.21;1;0;0;0;0;0;0;20
6702201;Lingua de vaca (verdura);Hortalicas folhosas, frutosas e outras;1;Cru(a);0;333.42;0.05;0.13;0.74;1.26;0.17;0;166;0;2.26;35.3
6702301;Alcachofra;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;0.67;0.05;0.09;1.11;1.11;0.08;0;89;0;0.19;7.4
6702501;Bredo;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6702604;Salsao (aipo);Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;26.08;0.04;0.05;0.32;0.5;0.09;0;22;0;0.35;6.1
6702801;Erva-doce;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;6.67;0.01;0.03;0.64;0.64;0.05;0;27;0;0.02;12
6703003;Folha de aipim;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;333.42;0.05;0.13;0.74;1.26;0.17;0;166;0;2.26;35.3
6703004;Folha de macaxeira;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;405.75;0.04;0.11;0.58;1.03;0.13;0;93;0;0.88;18.2
6703101;Broto de feijao;Hortalicas folhosas, frutosas e outras;1;Cru(a);2;1;0.08;0.12;0.75;1.37;0.09;0;61;0;0.1;13.2
6703101;Broto de feijao;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;0.67;0.05;0.1;0.82;1.28;0.05;0;29;0;0.37;11.4
6703306;Moranga;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703306;Moranga;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.97;4.7
6703306;Moranga;Hortalicas folhosas, frutosas e outras;13;Ensopado;0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.97;4.7
6703306;Moranga;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;10;0.05;0.14;0.49;0.67;0.22;0;29;0;0.12;17
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;10.58;0.04;0.04;0.51;0.65;0.07;0;20;0;0.14;5.5
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;3;Grelhado(a)/brasa/churrasco;0;10.58;0.04;0.04;0.51;0.65;0.07;0;20;0;0.14;5.5
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;4;Assado(a);0;10.58;0.04;0.04;0.51;0.65;0.07;0;20;0;0.14;5.5
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;5;Frito(a);0;10.58;0.04;0.04;0.51;0.65;0.07;0;20;0;0.37;5.5
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;6;Empanado(a)/a milanesa;23.07;10.58;0.19;0.18;1.39;0.65;0.08;0.21;20;0.24;0.8;2.84
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;10.58;0.04;0.04;0.51;0.65;0.07;0;20;0;0.37;5.5
6703701;Abobrinha;Hortalicas folhosas, frutosas e outras;13;Ensopado;0;10.58;0.04;0.04;0.51;0.65;0.07;0;20;0;0.37;5.5
6703805;Jerimum;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703805;Jerimum;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;4;Assado(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;5;Frito(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.97;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;7;Refogado(a);0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.97;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;8;Molho vermelho;0;203.15;0.03;0.08;0.53;0.68;0.06;0;9.4;0;0.92;5.16
6703901;Abobora;Hortalicas folhosas, frutosas e outras;13;Ensopado;0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.97;4.7
6703901;Abobora;Hortalicas folhosas, frutosas e outras;15;Sopa;0;33.48;0.03;0.03;0.51;0.67;0.04;0.02;9.28;0;0.2;2.1
6703901;Abobora;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;249.58;0.03;0.08;0.41;0.56;0.04;0;9;0;0.8;4.7
6704001;Pepino;Hortalicas folhosas, frutosas e outras;99;Nao se aplica;0;5.29;0.03;0.03;0.1;0.18;0.04;0;7;0;0.03;2.8
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;1;Cru(a);0;0;0.03;0.04;0.42;0.55;0.12;0;18;0;0.12;8
6704101;Chuchu;Hortalicas folhosas, frutosas e outras;2;Cozido(a);0;0;0.03;0.04;0.42;0.55;0.12;0;18;0;0.12;8
